
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Yeni
researchtooltip_cctv                    Unlocks CCtv cameras and security monitors.  Use these to keep watch on unmanned parts of your prison.\n\nAlso unlocks the Phone Tap system, which allows you to listen in on prisoner phone calls and gain vital intelligence.
researchtooltip_remoteaccess            Unlocks high-tech equipment for remote control and automation of doors. Doors can be opened remotely using a Door Control System (operated by a Guard), or opened by a Door Timer at specific times of day.
researchtooltip_riotguards              (CURRENTLY SERVES NO PURPOSE)\nUnlocks the Riot Guard.  These guys are armoured and better able to deal with violent situations.
researchtooltip_maintainance            Unlocks the Foreman.  He allows you to do further research on things like Prison Labour, or additional staff members like the Gardener.\n\nLike all Administrators, he requires an office to work.  
researchtooltip_clone                   Unlocks the clone tool on the main toolbar.  Use this tool to rapidly duplicate areas of your prison, such as Cells.  To use, select a zone to be copied with a right mouse drag, then left click to stamp down a copy.
researchtooltip_groundskeeping          Unlocks the Gardener.  He will keep your outdoor areas tidy.
researchtooltip_cleaning                Unlocks the Janitor.  He will clean all the indoor areas of your prison and can also help with the prison laundry service.
researchtooltip_health                  Unlocks the Doctor, along with the Infirmary and the Morgue.  Injured prisoners and staff will be taken to the Infirmary and Doctors will patch them up.
researchtooltip_MentalHealth            Unlocks the Psychologist, providing you with a valuable insight into your Prisoner's internal psychological state at all times.\n\nLike all Administrators, he requires an office to work.  
researchtooltip_finance                 Unlocks the Accountant, which gives access to the financial report for your Prison.\n\nAlso allows you to spend more each day than your income would normally allow, assuming you have the funds in reserve.\n\nLike all Administrators, she requires an office to work.  
researchtooltip_landexpansion           Authorises you to purchase neighbouring plots of land, and thereby expand the size of your prison beyond its initial bounds.
researchtooltip_prisonlabour            Allows you to put your prisoners to work around your prison (Cooking, Cleaning etc), saving you on staff wages, earning you money, and teaching your prisoners new skills at the same time.\n\nAlso Unlocks the Workshop and the Laundry.
researchtooltip_education               Unlocks the ability to run educational reform programs for your prisoners, using externally hired teachers. 
researchtooltip_contraband              Training for your Guards to become better at tracking and recovering contraband. Unlocks the contraband Supply and Demand report, the Contraband overlay (showing all possible theft locations within your prison), and tracks all recovered contraband back to where it was smuggled or stolen.\n\nAlso unlocks the ability to recruit prisoners as Confidential Informants.\n\nAlso unlocks the gang intelligence view.
researchtooltip_policy                  Unlocks the Policy Report, allowing you to increase and decrease the punishments for all types of misconduct, as well as automatically triggering searches of the misbehaving prisoner and their cell.\n\nAlso allows you to control the nutritional policy, changing the quantity and variety of food served to prisoners. 
researchtooltip_armoury                 Unlocks the armoury room, and allows you to deploy armed guards throughout your prison.
researchtooltip_bodyarmour              Equips all your Guards, Armed Guards and Dog Handlers with body armour. This can help absorb damage during a fight, but your guards will move slower.\n\nGuards must visit the armoury to get this equipment, and it will cost you for all body armour purchased this way.
researchtooltip_tazers                  Allows your Armed Guards to carry Tazers, a potent single-shot weapon that will render most targets unconscious instantly. Tazers can only be fired once before they need a full hour to recharge.\n\nArmed Guards must visit the armoury to get this equipment, and it will cost you for every tazer purchased this way.
researchtooltip_tazersforeveryone       Extends the Tazer program so that your regular Guards may also carry Tazers for defense.\n\nThey must visit the Armoury to get this equipment, and it will cost you for every tazer purchased this way.
researchtooltip_bankloans               Allows you to borrow large lump sums of money from the bank, in exchange for a daily payment of interest. Paying off your loans will increase your credit rating and allow you to borrow larger sums later.
researchtooltip_lowertaxes1             Takes advantage of government tax incentives and reduces your effective Corporation Tax rate to just 15%.\n\nYou will save $1,500 taxes per $10,000 of daily profit.
researchtooltip_lowertaxes2             Your accountant stretches the rules to breaking point, and moves all your official accounts and business processes to a foreign country with highly preferential tax rates. Your effective Corporation tax liability will drop to around 1%.\n\nYou will save a total of $3,000 taxes per $10,000 of daily profit.
researchtooltip_extragrant              Enables you to accept up to three grants simultaneously instead of two.
researchtooltip_advancedmanagement      Gives you the tools to micro manage aspects of your prison so they meet your exact requirements.\n\nUnlocks Food logistics, allowing you to specify which kitchens cook for which canteens, and which canteens inmates eat in.  Similarly, Laundry logistics lets you override which cell blocks are covered by which laundries.\n\nAlso unlocks the Deployment Scheduler, which lets you customise your guard deployment at different times of day.\n\nUnlocks the Reform Program Scheduler, letting you manually override the daily schedule of programs.
researchtooltip_permanentpunishment     Sometimes being in Prison just isn't locked away enough. Your lawyer can file the necessary papers to let you confine prisoners to a cell, permanently. 
researchtooltip_removemincellsize       The cells in your prison require a certain amount of space to fit legal requirements. But imagine how many more cells you could fit in if that wasn't the case! Removes the minimum size requirements for standard cells.
researchtooltip_reduceexecutionliability Your lawyer lobbies for a reduction in the required strength of the conviction before death row proceedings can be properly started. Essentially lowers the number of appeals a prisoner gets before you can schedule their execution without liability.
researchtooltip_legalprep               Every prison runs into problems every now and then, and some of them come with fairly big legal consequences. Your lawyer will start the paperwork to help keep the heat off you should something go wrong, but this needs to be done in advance.
researchtooltip_legaldefense            You're in a bad situation - something went terribly wrong and you've been put on notice. If it looks like you aren't going to be able to manage the situation, your lawyer can help get you off the hook. Completing this research will remove any current warnings that might otherwise result in you being fired.
researchtooltip_guardtowers             Unlocks Guard Towers and Snipers, allowing you to have highly trained marksmen keeping an eye on the outdoor areas of your prison.\n\nSnipers will need to visit an armoury to collect a rifle, otherwise they will be unarmed.
researchtooltip_forestrylabour			Allows you to put prisoners to work in the Forestry via the Logistics menu. Foresty area must be enclosed for prisoners to be assigned to work in them, and to prevent escapes. Be aware that prisoners will also require access to Delivery areas in order to replant trees.
